City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
72,caravelas,-17.7125,-39.2481,303.06,56,100,3.85,BR,1676823645
73,souillac,-20.5167,57.5167,300.36,89,75,5.14,MU,1676823646
74,butaritari,3.0707,172.7902,299.83,77,77,2.26,KI,1676823646
75,dikson,73.5069,80.5464,265.41,95,100,7.21,RU,1676823646
76,atambua,-9.1061,124.8925,296.31,88,92,0.52,ID,1676823647
77,northam,51.0333,-4.2167,282.81,91,76,5.36,GB,1676823647
78,tondano,1.3038,124.9112,294.2,93,100,0.46,ID,1676823648
79,castro,-24.7911,-50.0119,290.37,80,100,3.27,BR,1676823648
80,walvis bay,-22.9575,14.5053,293.39,71,35,6.92,NA,1676823649
81,sampit,-2.5333,112.95,296.95,97,89,1.4,ID,1676823472
82,aviles,43.5547,-5.9248,287.14,80,75,5.14,ES,1676823649
83,tiksi,71.6872,128.8694,241.05,98,52,3.8,RU,1676823650
84,vondrozo,-22.8167,47.2833,294.63,90,20,1.18,MG,1676823650
85,leninkent,42.9689,47.352,280.45,66,97,2.59,RU,1676823650
86,victoria point,-27.5833,153.3,297.56,76,100,0.89,AU,1676823651
87,tasiilaq,65.6145,-37.6368,266.15,91,100,3.21,GL,1676823651
88,mahebourg,-20.4081,57.7,300.51,89,75,5.14,MU,1676823651
89,boende,-0.2167,20.8667,306.43,26,100,0.78,CD,1676823652
90,midleton,51.9153,-8.1805,284.89,90,56,6.65,IE,1676823652
91,sinnamary,5.3833,-52.95,298.14,83,100,5.61,GF,1676823652
92,inhambane,-23.865,35.3833,302.14,79,40,7.2,MZ,1676823653
93,belaya gora,68.5333,146.4167,228.48,100,78,1.28,RU,1676823653
94,mataura,-46.1927,168.8643,283.05,99,62,1.37,NZ,1676823653
95,constitucion,-35.3333,-72.4167,294.2,51,1,3.49,CL,1676823654
96,lasa,46.6166,10.7002,287.64,88,13,3.29,IT,1676823654
97,ancud,-41.8697,-73.8203,288.74,59,62,3.45,CL,1676823654
98,ostrovnoy,68.0531,39.5131,263.88,89,90,7.14,RU,1676823655
99,auki,-8.7676,160.7034,298.57,85,84,0.6,SB,1676823655
100,balkanabat,39.5108,54.3671,282.86,35,5,0.9,TM,1676823656
101,fare,-16.7,-151.0167,300.45,72,8,2.47,PF,1676823656
102,te anau,-45.4167,167.7167,287.64,92,96,1.15,NZ,1676823656
103,vanino,49.0869,140.2543,256.35,96,99,1.7,RU,1676823657
104,de-kastri,51.4667,140.7833,256.93,98,99,0.77,RU,1676823657
105,desaguadero,-16.5656,-69.0417,285.74,49,83,1.35,PE,1676823658
106,chapais,49.7834,-74.8492,265.03,89,100,5.23,CA,1676823469
107,arraial do cabo,-22.9661,-42.0278,304.13,70,0,7.72,BR,1676823658
108,champerico,14.3,-91.9167,304.45,51,34,2.3,GT,1676823659
109,laureles,26.1092,-97.4941,295.99,76,0,3.58,US,1676823659
110,barabai,-2.5833,115.3833,296.91,94,76,0.9,ID,1676823659
111,yellowknife,62.456,-114.3525,237.44,68,40,2.57,CA,1676823370
112,padre bernardo,-15.35,-48.5,303.79,45,51,3.35,BR,1676823660
113,bardiyah,31.7561,25.0865,288.27,67,67,4.84,LY,1676823660
114,nemuro,43.3236,145.575,270.87,97,100,5.24,JP,1676823660
115,port elizabeth,-33.918,25.5701,300.98,78,0,4.12,ZA,1676823661
116,okhotsk,59.3833,143.3,246.26,88,15,3.38,RU,1676823661
117,sibolga,1.7427,98.7792,298.48,88,99,1.29,ID,1676823662
118,clyde river,70.4692,-68.5914,247.28,64,100,1.54,CA,1676823662
119,vardo,70.3705,31.1107,269.14,93,100,6.17,NO,1676823663
120,port augusta,-32.5,137.7667,296.44,42,0,4.03,AU,1676823663
121,bria,6.5423,21.9863,308.81,12,98,3.14,CF,1676823663
122,kindu,-2.95,25.95,302.23,55,83,1.02,CD,1676823664
123,upernavik,72.7868,-56.1549,258.0,88,100,5.21,GL,1676823664
124,gornopravdinsk,60.05,69.9,259.12,99,100,1.02,RU,1676823665
125,mishan,45.55,131.8833,255.66,96,97,1.3,CN,1676823666
126,bamberg,49.8795,10.8863,283.06,80,89,4.43,DE,1676823666
127,valreas,44.3837,4.9908,289.05,65,100,7.73,FR,1676823667
128,urubicha,-15.3833,-62.95,296.07,39,84,2.76,BO,1676823667
129,lompoc,34.6391,-120.4579,286.92,48,29,1.54,US,1676823668
130,ilhabela,-23.7781,-45.3581,298.64,88,100,3.43,BR,1676823668
131,severo-yeniseyskiy,60.3725,93.0408,263.02,90,90,3.97,RU,1676823669
132,coquimbo,-29.9533,-71.3436,297.0,56,0,6.17,CL,1676823669
133,kieta,-6.2167,155.6333,298.88,84,92,0.68,PG,1676823669
134,hobart,-42.8794,147.3294,291.63,63,40,2.57,AU,1676823670
135,jalu,29.0331,21.5482,290.17,36,0,3.66,LY,1676823670
136,luderitz,-26.6481,15.1594,293.66,70,0,5.27,NA,1676823671
137,sao filipe,14.8961,-24.4956,295.53,71,84,3.7,CV,1676823671
138,flin flon,54.7682,-101.865,240.06,62,20,2.06,CA,1676823671
139,lata,40.1629,-8.3327,295.09,43,12,2.86,PT,1676823672
140,kodiak,57.79,-152.4072,273.88,69,0,0.0,US,1676823672
141,monrovia,6.3005,-10.7969,306.02,69,1,5.53,LR,1676823673
142,longyearbyen,78.2186,15.6401,261.06,61,40,3.6,SJ,1676823673
143,meulaboh,4.1363,96.1285,298.8,86,99,1.11,ID,1676823673
144,sola,-13.8833,167.55,300.62,75,90,5.98,VU,1676823674
145,bonthe,7.5264,-12.505,302.78,63,26,6.24,SL,1676823674
146,wum,6.3833,10.0667,304.46,14,6,3.81,CM,1676823675
147,high prairie,55.4334,-116.4858,264.19,97,99,1.14,CA,1676823675
148,khatanga,71.9667,102.5,256.39,93,15,5.77,RU,1676823675
149,opotiki,-38.0833,177.2833,291.7,92,54,1.45,NZ,1676823676
150,esperance,-33.8667,121.9,292.36,91,60,4.92,AU,1676823676
151,bambous virieux,-20.3428,57.7575,300.49,89,75,5.14,MU,1676823676
152,saint george,37.1041,-113.5841,275.48,69,0,0.0,US,1676823661
153,provideniya,64.3833,-173.3,251.34,99,100,6.3,RU,1676823677
154,huarmey,-10.0681,-78.1522,298.97,72,82,4.1,PE,1676823677
155,raudeberg,61.9875,5.1352,274.74,76,100,6.4,NO,1676823678
156,cape canaveral,28.4058,-80.6048,300.38,77,100,3.09,US,1676823678
157,conroe,30.3119,-95.456,290.76,78,0,2.06,US,1676823678
158,sosnovo-ozerskoye,52.5249,111.5418,246.84,98,5,1.13,RU,1676823679
159,omboue,-1.5746,9.2618,301.45,71,50,3.17,GA,1676823679
160,rawson,-43.3002,-65.1023,295.31,21,0,8.75,AR,1676823679
161,zarubino,42.63,131.0922,267.62,67,26,7.34,RU,1676823680
162,naze,28.3667,129.4833,287.66,67,100,7.64,JP,1676823680
163,caranavi,-15.8167,-67.55,289.51,89,100,0.88,BO,1676823681
164,narsaq,60.9167,-46.05,268.27,76,100,3.22,GL,1676823681
165,vao,-22.6667,167.4833,297.4,75,69,9.36,NC,1676823681
166,henties bay,-22.116,14.2845,292.68,73,51,5.1,NA,1676823682
167,ilulissat,69.2167,-51.1,258.16,78,100,7.2,GL,1676823682
168,hasaki,35.7333,140.8333,283.37,49,100,5.59,JP,1676823683
169,hamilton,39.1834,-84.5333,285.29,42,0,9.26,US,1676823670
170,north bend,43.4065,-124.2243,276.4,99,0,1.54,US,1676823683
171,sao jose da coroa grande,-8.8978,-35.1478,302.41,62,46,4.47,BR,1676823683
172,muros,42.7762,-9.0603,294.64,56,22,1.6,ES,1676823684
173,pimentel,-6.8367,-79.9342,302.31,58,0,4.63,PE,1676823684
174,kemijarvi,66.7131,27.4306,265.63,95,97,2.75,FI,1676823685
175,bastrop,32.7562,-91.8724,286.32,56,0,4.63,US,1676823685
176,faanui,-16.4833,-151.75,300.37,72,9,2.21,PF,1676823685
177,edgewater,28.9889,-80.9023,299.35,78,75,0.0,US,1676823536
178,ribeira grande,38.5167,-28.7,289.37,72,75,4.63,PT,1676823686
179,aklavik,68.2191,-135.0107,248.15,77,75,2.06,CA,1676823686
180,sarandi,-23.4436,-51.8739,299.9,61,75,5.66,BR,1676823688
181,tinskoy,56.1525,96.9161,262.27,98,100,0.55,RU,1676823688
182,sawakin,19.1059,37.3321,296.85,80,91,5.7,SD,1676823689
183,saint-joseph,-21.3667,55.6167,298.97,84,28,6.22,RE,1676823689
184,pallipattu,13.3386,79.4449,296.79,69,2,1.81,IN,1676823690
185,kishorganj,24.4333,90.7667,294.88,45,18,1.68,BD,1676823690
186,halifax,44.6453,-63.5724,276.05,68,17,6.17,CA,1676823593
187,kirovskiy,45.0917,133.5136,255.73,99,99,0.92,RU,1676823691
188,ngaoundere,7.3167,13.5833,303.76,13,5,4.23,CM,1676823691
189,dalbandin,28.8947,64.4101,295.55,25,100,1.39,PK,1676823692
190,avera,33.194,-82.5271,287.8,70,98,1.07,US,1676823692
191,nikolskoye,59.7035,30.7861,269.09,95,100,2.83,RU,1676823692
192,ulaangom,49.9811,92.0667,249.52,97,100,0.78,MN,1676823693
193,isugod,9.3408,118.1196,298.49,86,85,4.04,PH,1676823693
194,hirara,24.8,125.2833,292.21,78,100,12.3,JP,1676823694
195,dudinka,69.4058,86.1778,252.78,99,42,3.95,RU,1676823694
196,port hardy,50.6996,-127.4199,280.25,100,100,2.06,CA,1676823694
197,dingle,10.9995,122.6711,296.86,93,73,0.81,PH,1676823695
198,ahipara,-35.1667,173.1667,288.96,90,18,1.69,NZ,1676823695
199,stupari,44.3147,18.6842,285.25,54,20,4.12,BA,1676823695
200,abasolo,20.45,-101.5167,290.82,31,0,1.57,MX,1676823696
201,ganzhou,28.8184,115.4327,283.32,73,100,2.15,CN,1676823696
202,yurimaguas,-5.9,-76.0833,298.24,88,75,0.0,PE,1676823697
203,weligama,5.9667,80.4167,297.46,91,95,1.86,LK,1676823697
204,kiama,-34.6833,150.8667,296.25,87,22,0.45,AU,1676823528
205,hambantota,6.1241,81.1185,299.11,81,80,7.74,LK,1676823698
206,bethel,41.3712,-73.414,280.2,48,0,4.12,US,1676823698
207,chaplynka,46.3651,33.5403,277.92,75,100,3.93,UA,1676823698
208,brodokalmak,55.5748,62.082,254.75,100,87,2.1,RU,1676823699
209,narrabri,-30.3167,149.7833,298.44,63,99,0.45,AU,1676823699
210,hami,42.8,93.45,273.58,25,98,1.63,CN,1676823699
211,florence,43.7667,11.25,287.76,78,75,3.6,IT,1676823226
212,puerto escondido,15.85,-97.0667,303.61,70,0,2.57,MX,1676823700
213,dalen,52.6992,6.7556,281.51,84,100,2.68,NL,1676823700
214,rio grande,-32.035,-52.0986,299.21,43,100,5.49,BR,1676823701
215,homer,59.6425,-151.5483,274.08,93,100,2.57,US,1676823701
216,hay river,60.8156,-115.7999,241.13,68,20,1.03,CA,1676823702
217,puerto leguizamo,-0.1934,-74.7819,304.97,34,28,2.54,CO,1676823702
218,copperas cove,31.1241,-97.9031,288.01,60,20,4.63,US,1676823545
219,colares,38.7992,-9.4469,292.22,52,0,5.36,PT,1676823703
220,ossora,59.2353,163.0719,253.24,85,100,1.79,RU,1676823703
221,komsomolskiy,40.4272,71.7189,277.55,87,40,2.06,UZ,1676823703
222,moyobamba,-6.05,-76.9667,298.04,69,86,1.36,PE,1676823704
223,aitape,-3.1374,142.3475,298.16,90,100,1.97,PG,1676823704
224,isangel,-19.55,169.2667,298.39,76,12,4.91,VU,1676823704
225,miri,4.4148,114.0089,298.23,94,40,1.54,MY,1676823705
226,jensen beach,27.2545,-80.2298,301.53,69,75,4.63,US,1676823705
227,shingu,33.7333,135.9833,281.59,72,99,2.97,JP,1676823705
228,pacific grove,36.6177,-121.9166,285.18,66,0,1.54,US,1676823512
229,valparaiso,-33.0393,-71.6273,296.28,56,0,5.14,CL,1676823706
230,sitka,57.0531,-135.33,277.09,87,100,2.06,US,1676823707
231,santiago de cao,-7.9589,-79.2392,299.22,78,20,4.63,PE,1676823707
232,hindoria,23.9,79.5667,295.69,24,0,1.1,IN,1676823707
233,jamestown,42.097,-79.2353,280.38,43,100,7.2,US,1676823706
234,heidelberg,-26.5048,28.3592,293.58,83,100,1.26,ZA,1676823552
235,nushki,29.5542,66.0215,292.77,29,99,2.14,PK,1676823708
236,iralaya,15.0,-83.2333,299.81,72,23,5.02,HN,1676823708
237,matsubase,32.65,130.6667,279.36,76,83,1.8,JP,1676823709
238,vilyuysk,63.7553,121.6247,236.32,100,91,1.23,RU,1676823709
239,lebu,-37.6167,-73.65,291.19,69,1,7.61,CL,1676823710
240,takoradi,4.8845,-1.7554,301.93,61,53,4.76,GH,1676823710
241,havoysund,70.9963,24.6622,274.28,80,100,9.64,NO,1676823710
242,paamiut,61.994,-49.6678,264.93,85,100,2.02,GL,1676823711
243,maragogi,-9.0122,-35.2225,302.48,62,36,4.73,BR,1676823590
244,newala,-10.9431,39.2787,294.81,87,99,2.35,TZ,1676823711
245,lichinga,-13.3128,35.2406,296.2,83,75,2.57,MZ,1676823712
246,soyo,-6.1349,12.3689,299.96,81,100,5.31,AO,1676823712
247,stephenville crossing,48.5,-58.4318,271.22,69,75,5.14,CA,1676823713
248,codrington,-38.2667,141.9667,286.07,93,1,1.5,AU,1676823713
249,krasnyye tkachi,57.4926,39.7563,266.05,93,100,6.63,RU,1676823713
250,zabaykalsk,49.6333,117.3167,249.88,94,20,3.2,RU,1676823714
251,xichang,27.8964,102.2634,283.54,75,82,1.75,CN,1676823714
252,richards bay,-28.783,32.0377,300.18,78,65,4.59,ZA,1676823715
253,ixtapa,20.7,-105.2,296.72,57,0,1.03,MX,1676823715
254,haines junction,60.7522,-137.5108,259.12,85,100,0.51,CA,1676823716
255,chokurdakh,70.6333,147.9167,227.33,100,72,0.35,RU,1676823716
256,moron,-34.6534,-58.6198,298.68,32,0,3.56,AR,1676823716
257,kant,27.8,79.8,292.45,53,34,1.08,IN,1676823717
258,vila velha,-20.3297,-40.2925,303.12,84,40,4.63,BR,1676823717
259,oktyabrskiy,54.4815,53.471,254.65,100,80,1.78,RU,1676823717
260,jvari,42.7169,42.052,277.33,99,100,0.8,GE,1676823718
261,kenora,49.8167,-94.4337,257.69,72,20,4.12,CA,1676823463
262,kavieng,-2.5744,150.7967,300.75,75,46,1.91,PG,1676823718
263,biak,-0.9131,122.8766,297.7,89,100,1.01,ID,1676823718
264,arlit,18.7369,7.3853,302.43,6,0,2.71,NE,1676823719
265,mrgashen,40.2852,44.5411,276.08,45,40,5.66,AM,1676823719
266,saint-philippe,-21.3585,55.7679,298.92,86,41,5.72,RE,1676823720
267,chuy,-33.6971,-53.4616,296.0,29,54,3.53,UY,1676823720
268,ketchikan,55.3422,-131.6461,279.14,93,100,0.0,US,1676823720
269,beloha,-25.1667,45.05,300.8,66,66,3.1,MG,1676823720
270,sisimiut,66.9395,-53.6735,257.55,92,100,6.19,GL,1676823721
271,riyadh,24.6877,46.7219,289.23,19,100,4.12,SA,1676823437
272,ovre ardal,61.3167,7.8,271.64,99,98,0.53,NO,1676823468
273,waw,7.7029,27.9953,305.6,17,61,2.21,SS,1676823722
274,udachnyy,66.4167,112.4,252.45,97,95,2.35,RU,1676823722
275,batemans bay,-35.7167,150.1833,293.76,94,4,1.47,AU,1676823723
276,araouane,18.9048,-3.5265,304.59,7,2,5.36,ML,1676823724
277,bengkulu,-3.8004,102.2655,297.34,91,100,2.01,ID,1676823724
278,nome,64.5011,-165.4064,259.19,78,100,4.12,US,1676823725
279,faya,18.3851,42.4509,290.21,61,7,2.31,SA,1676823725
280,gamba,-2.65,10.0,301.39,72,21,3.32,GA,1676823726
281,darnah,32.767,22.6367,287.92,72,39,6.13,LY,1676823726
282,salalah,17.0151,54.0924,303.2,23,0,6.69,OM,1676823727
283,albenga,44.0529,8.216,288.17,87,75,3.6,IT,1676823728
284,gameza,5.8026,-72.8059,291.14,54,14,1.39,CO,1676823728
285,tiarei,-17.5333,-149.3333,297.16,74,36,2.95,PF,1676823729
286,montijo,38.7067,-8.9739,293.28,61,0,4.12,PT,1676823730
287,portree,57.4129,-6.1942,282.88,95,100,10.82,GB,1676823730
288,berbera,10.4396,45.0143,298.48,65,6,3.86,SO,1676823731
289,san cristobal,7.7669,-72.225,296.25,33,24,1.95,VE,1676823731
290,matay,28.419,30.7792,292.12,36,0,6.74,EG,1676823732
291,ola,59.5833,151.2833,244.76,87,12,3.96,RU,1676823732
292,rudbar,30.15,62.6,292.7,37,95,3.37,AF,1676823734
293,mount kisco,41.2043,-73.7271,280.72,54,0,3.6,US,1676823734
294,dakoro,14.5106,6.765,302.51,7,2,8.03,NE,1676823735
295,margate,51.3813,1.3862,286.1,59,39,0.89,GB,1676823735
296,cap malheureux,-19.9842,57.6142,300.63,76,5,2.24,MU,1676823736
